5400,2000000
5200,2000000
5040,2000000
5200,2000000
5000,2000000
4720,2000000
4520,2000000
4840,2000000
4800,2000000
5040,2000000
5000,2000000
4640,2000000
4880,2000000
4760,2000000
4680,2000000
4840,2000000
4800,2000000
4880,2000000
4760,2000000
4640,2000000
5000,2000000
4760,2000000
4640,2000000
4920,2000000
4880,2000000
4600,2000000
4360,2000000
4400,2000000
5120,2000000
4560,2000000
5000,2000000
4720,2000000
4840,2000000
4800,2000000
4960,2000000
4600,2000000
4800,2000000
4960,2000000
4560,2000000
4680,2000000
4760,2000000
5160,2000000
4800,2000000
5040,2000000
4480,2000000
4800,2000000
4800,2000000
4880,2000000
4520,2000000
4680,2000000
4760,2000000
4640,2000000
4720,2000000
4600,2000000
4640,2000000
4040,2000000
4600,2000000
4520,2000000
4560,2000000
4199,2000000
4480,2000000
4560,2000000
4480,2000000
4400,2000000
4520,2000000
4840,2000000
4640,2000000
4640,2000000
4320,2000000
4400,2000000
4600,2000000
4280,2000000
4560,2000000
4560,2000000
4840,2000000
4799,2000000
4440,2000000
4920,2000000
4720,2000000
4560,2000000
4440,2000000
4480,2000000
4720,2000000
4720,2000000
4520,2000000
4600,2000000
4640,2000000
4400,2000000
4840,2000000
4760,2000000
4560,2000000
4560,2000000
4320,2000000
4840,2000000
4440,2000000
4359,2000000
4720,2000000
4640,2000000
4680,2000000
4120,2000000
4720,2000000
4800,2000000
4800,2000000
4680,2000000
4920,2000000
4760,2000000
4840,2000000
4800,2000000
4680,2000000
5000,2000000
4760,2000000
4240,2000000
4800,2000000
4680,2000000
4880,2000000
4480,2000000
4560,2000000
4840,2000000
4560,2000000
4680,2000000
4440,2000000
4640,2000000
4680,2000000
4600,2000000
4680,2000000
4720,2000000
4920,2000000
4520,2000000
5040,2000000
4840,2000000
4640,2000000
4160,2000000
4280,2000000
4480,2000000
4080,2000000
4680,2000000
4640,2000000
4520,2000000
4480,2000000
4920,2000000
4240,2000000
4640,2000000
4280,2000000
4920,2000000
4240,2000000
4920,2000000
4760,2000000
4760,2000000
4480,2000000
4720,2000000
4600,2000000
4560,2000000
4960,2000000
4600,2000000
4480,2000000
4440,2000000
4200,2000000
4760,2000000
4400,2000000
4160,2000000
4400,2000000
4600,2000000
4760,2000000
4360,2000000
4680,2000000
4760,2000000
4160,2000000
4400,2000000
4640,2000000
4480,2000000
4800,2000000
4600,2000000
4560,2000000
4720,2000000
4680,2000000
4480,2000000
4600,2000000
4600,2000000
4640,2000000
4600,2000000
4600,2000000
4600,2000000
5000,2000000
4520,2000000
4960,2000000
4400,2000000
4399,2000000
4600,2000000
4440,2000000
4520,2000000
4320,2000000
4440,2000000
4560,2000000
4720,2000000
4760,2000000
4240,2000000
4320,2000000
4920,2000000
4680,2000000
4600,2000000
4520,2000000
4600,2000000
4720,2000000
4720,2000000
4520,2000000
4480,2000000
4480,2000000
4560,2000000
4600,2000000
4800,2000000
4600,2000000
4600,2000000
4440,2000000
5040,2000000
4400,2000000
4760,2000000
4680,2000000
4240,2000000
4480,2000000
4600,2000000
4320,2000000
4560,2000000
4400,2000000
4320,2000000
4680,2000000
4720,2000000
4480,2000000
4280,2000000
4720,2000000
4520,2000000
4320,2000000
4640,2000000
4320,2000000
4560,2000000
4640,2000000
4360,2000000
4320,2000000
4400,2000000
4600,2000000
4680,2000000
4560,2000000
4320,2000000
4600,2000000
4440,2000000
4440,2000000
4720,2000000
4400,2000000
4200,2000000
4320,2000000
4560,2000000
4400,2000000
4360,2000000
4360,2000000
4440,2000000
4400,2000000
4280,2000000
4560,2000000
4720,2000000
4280,2000000
4440,2000000
4320,2000000
4400,2000000
4040,2000000
4720,2000000
4200,2000000
4840,2000000
4440,2000000
4520,2000000
4200,2000000
4320,2000000
4480,2000000
4360,2000000
5040,2000000
4360,2000000
4600,2000000
4560,2000000
4400,2000000
4000,2000000
4640,2000000
4320,2000000
4880,2000000
4520,2000000
4480,2000000
4520,2000000
4520,2000000
4520,2000000
4680,2000000
4360,2000000
4640,2000000
4960,2000000
4600,2000000
4120,2000000
4520,2000000
4720,2000000
